participantId,assists,champLevel,combatPlayerScore,damageDealtToObjectives,damageDealtToTurrets,damageSelfMitigated,deaths,doubleKills,firstBloodAssist,firstBloodKill,firstInhibitorAssist,firstInhibitorKill,firstTowerAssist,firstTowerKill,goldEarned,goldSpent,item0,item1,item2,item3,item4,item5,item6,killingSprees,kills,longestTimeSpentLiving,magicDamageDealt,magicDamageDealtToChampions,magicalDamageTaken,neutralMinionsKilled,neutralMinionsKilledEnemyJungle,neutralMinionsKilledTeamJungle,physicalDamageDealt,physicalDamageDealtToChampions,physicalDamageTaken,totalDamageDealt,totalDamageDealtToChampions,totalDamageTaken,totalHeal,totalMinionsKilled,trueDamageDealt,trueDamageDealtToChampions,trueDamageTaken,championId,highestAchievedSeasonTier,spell1Id,spell2Id,win,teamId,creepsPerMinDeltas,csDiffPerMinDeltas,damageTakenDiffPerMinDeltas,damageTakenPerMinDeltas,goldPerMinDeltas,lane,role,xpDiffPerMinDeltas,xpPerMinDeltas,gameId
10,10,13,0,16619,2854,11886,3,1,false,false,,,false,false,10955,8875,0,3077,3111,3071,1400,1036,3340,3,11,433,17997,1455,5313,82,10,61,81342,11799,11501,111121,14012,17053,4423,39,11781,757,238,64,DIAMOND,4,11,true,200,0.8 2,-0.1999999999999999 0.5999999999999999,250.70000000000002 53.400000000000034,639 846.3,324.3 549.9,JUNGLE,NONE,55.30000000000001 -86.10000000000002,345.4 598.9,1487212316
1,6,16,0,4576,4576,8113,6,0,false,false,true,false,false,false,11263,9300,3111,3285,2033,3165,1026,1082,3364,2,6,375,124983,12111,10957,26,4,18,11146,2362,5585,144561,15720,17404,3179,178,8430,1245,861,134,UNRANKED,4,14,true,100,6.800000000000001 7.6,0.9000000000000004 0.3999999999999999,4.600000000000051 -11.100000000000023,517.9000000000001 1073.1,312.8 562.8,MIDDLE,SOLO,4.80000000000004 130.89999999999998,456.40000000000003 705,1487212316
2,3,14,0,24735,1214,18933,5,2,false,false,false,false,false,false,11476,11350,1413,3076,3047,3071,3001,2055,3364,3,10,792,19590,519,4004,129,14,81,103876,9318,20139,145373,13665,24402,7532,26,21906,3827,258,2,CHALLENGER,11,4,true,100,1.3 1.3,0.9 -0.7999999999999998,47.5 226.39999999999998,551.9 1240.8,353.5 508.4,JUNGLE,NONE,166.2 -22.100000000000023,512.4 567.7,1487212316
3,9,13,0,5820,821,4409,1,0,false,false,false,false,true,false,7313,6400,3092,2065,3801,3117,0,0,3364,0,1,252,23623,5921,3584,2,2,0,2524,1249,3939,31160,7634,7633,781,31,5012,463,110,26,MASTER,4,14,true,100,1.2999999999999998 1.7,-0.7 0.6500000000000004,62.400000000000006 -126.80000000000004,336.5 397.7,161.3 332.3,BOTTOM,DUO_SUPPORT,1.1499999999999773 70.54999999999998,288.6 482.9,1487212316
4,4,13,0,14096,6844,3339,2,0,false,false,false,true,false,true,9869,8655,1055,3006,3124,3095,1042,1082,3363,1,4,882,7594,2496,3639,4,0,0,98367,10112,4889,110685,12609,9239,1667,159,4723,0,710,145,UNRANKED,4,7,true,100,6.1 8.600000000000001,-0.7 0.6500000000000004,62.400000000000006 -126.80000000000004,295.3 391.79999999999995,221.6 505,BOTTOM,DUO_CARRY,1.1499999999999773 70.54999999999998,300.8 504.4,1487212316
5,4,14,0,6506,3709,10178,3,0,false,false,false,false,false,false,10598,10458,3077,2033,3053,3111,1036,3078,3340,2,5,940,17384,3650,4382,4,4,0,109126,7256,9590,128527,11875,14250,2357,204,2016,968,278,39,CHALLENGER,12,4,true,100,9.2 10,2.6999999999999997 0.20000000000000018,-47.29999999999998 -150.89999999999995,304.5 584.5,317.1 514,TOP,SOLO,57.20000000000002 76.30000000000001,474.6 623.7,1487212316
6,2,14,0,0,0,9784,5,1,false,false,false,false,false,false,8353,7275,3020,3157,3152,0,1056,0,3340,0,3,433,105152,5949,4058,7,0,7,8034,480,8390,113187,6429,13497,617,187,0,0,1048,127,MASTER,12,4,false,200,6.5 9.8,-2.6999999999999997 -0.20000000000000018,47.29999999999998 150.89999999999995,351.79999999999995 735.4,226.7 411.9,TOP,SOLO,-57.20000000000002 -76.30000000000001,417.4 547.4,1487212316
7,4,12,0,1172,1025,5174,4,0,false,false,false,false,false,false,7864,7000,3153,2003,3006,3044,3067,1055,3363,0,2,630,3130,1166,2952,0,0,0,74439,12870,8715,80980,14037,13000,1166,172,3410,0,1332,236,UNRANKED,4,7,false,200,8.2 7.9,0.7 -0.6500000000000004,-62.400000000000006 126.80000000000004,323.7 465.4,270.1 319.5,BOTTOM,DUO_CARRY,-1.1499999999999773 -70.54999999999998,278.2 447.5,1487212316
8,3,13,0,17048,0,12797,3,0,false,false,false,false,false,false,8535,8075,2055,2421,3047,1412,3083,1029,3364,2,5,928,10456,447,5382,82,0,63,72632,5128,12198,95396,6345,19583,5591,25,12307,770,2002,59,DIAMOND,4,11,false,200,0.4 2.0999999999999996,-0.9 0.7999999999999998,-47.5 -226.39999999999998,504.4 1014.4,263 409.5,JUNGLE,NONE,-166.2 22.100000000000023,346.2 589.8,1487212316
9,9,12,0,433,433,4474,5,0,false,false,false,false,false,false,5953,5075,3098,2003,3107,0,1029,3117,3364,0,2,679,8348,4109,4192,0,0,0,3993,625,5630,12766,4909,10762,4675,18,424,174,939,267,MASTER,4,14,false,200,0.6 1.1,0.7 -0.6500000000000004,-62.400000000000006 126.80000000000004,183.3 577.7,183.1 267.5,BOTTOM,DUO_SUPPORT,-1.1499999999999773 -70.54999999999998,308.9 398.7,1487212316
10,2,13,0,0,0,10172,9,0,false,true,false,false,false,false,8416,8300,3165,3111,3285,1082,0,0,3364,0,5,248,60699,12576,9337,4,0,4,13894,2353,10761,81561,16203,21281,908,141,6967,1273,1181,7,CHALLENGER,14,4,false,200,5.9 7.2,-0.9000000000000004 -0.3999999999999999,-4.600000000000051 11.100000000000023,513.3 1084.2,294.6 444.29999999999995,MIDDLE,SOLO,-4.80000000000004 -130.89999999999998,451.6 574.1,1487296837
1,5,14,0,28945,6472,15037,5,0,false,true,false,false,false,false,9441,9458,0,2055,1042,3078,3111,1412,3364,1,2,602,9757,401,6202,104,4,79,112699,4888,19321,133408,5788,25811,13631,25,10951,498,287,5,UNRANKED,4,11,true,100,1 0.4,0.6 -0.20000000000000004,112.10000000000002 -137.39999999999998,699.8 951.5,308.4 335,JUNGLE,NONE,54.39999999999998 -234.8,354.9 371.1,1487296837
2,9,14,0,23108,8033,5185,6,0,false,false,false,false,false,false,12940,11300,3123,3142,0,3071,3009,3147,3363,3,9,653,766,296,7270,16,0,8,115291,16490,6147,120847,17089,13966,2059,181,4789,302,548,21,DIAMOND,4,7,true,100,7.699999999999999 7.800000000000001,0.9499999999999997 0.15000000000000013,-173.15 -103.35,94.1 483.79999999999995,354.7 509.40000000000003,BOTTOM,DUO_CARRY,90.8 -69.19999999999996,356.9 449.1,1487296837
3,3,18,0,11446,3200,14541,4,3,false,false,false,true,false,false,15039,12933,2033,0,3078,3508,3124,3047,3340,2,13,561,35475,6314,5433,16,8,1,136947,17593,12811,179927,28609,20570,3219,242,7503,4701,2326,24,CHALLENGER,12,4,true,100,6.5 10,0.49999999999999956 0.40000000000000036,-96.60000000000001 -142.3,392.2 692.5999999999999,334.1 475.7,TOP,SOLO,49.80000000000001 72.00000000000006,461 632.2,1487296837
4,15,12,0,3564,1119,10567,2,0,false,false,false,false,false,false,8585,7225,3114,3069,2055,3109,3117,3801,3364,0,2,1054,8447,5069,4939,0,0,0,1869,921,7093,12838,6928,13232,857,14,2521,937,1199,412,MASTER,4,14,true,100,0.2 0.5,0.9499999999999997 0.15000000000000013,-173.15 -103.35,221 372.2,204.5 346.4,BOTTOM,DUO_SUPPORT,90.8 -69.19999999999996,314.4 274.9,1487296837
5,9,15,0,7187,2684,4107,3,1,false,false,false,false,false,false,12195,11500,3030,3089,3020,3165,0,0,3340,2,6,439,90378,14490,5638,12,0,12,14056,1912,5215,114684,20168,11997,949,173,10249,3765,1144,142,CHALLENGER,14,4,true,100,7.4 6.7,0.3999999999999999 -1.2999999999999998,-67.39999999999998 -401.29999999999995,308.8 324.2,330 378.3,MIDDLE,SOLO,45.099999999999966 -98.09999999999997,497.1 432.5,1487296837
6,13,12,0,1504,1140,11976,4,0,false,false,false,false,true,false,6919,6150,2031,3117,3092,0,3050,0,3364,0,1,595,9763,6032,2642,0,0,0,3067,838,7382,12839,6880,10821,2369,12,9,9,797,497,CHALLENGER,4,3,false,200,0.2 0.7,-0.9499999999999997 -0.15000000000000013,173.15 103.35,237.5 318.7,131.7 323,BOTTOM,DUO_SUPPORT,-90.8 69.19999999999996,230.5 372.9,1487296837
7,9,14,0,11085,571,16976,5,0,false,false,false,false,false,false,9825,9733,1412,3111,3078,3052,1028,2055,3364,0,2,590,8838,434,5304,142,23,82,115172,6580,21382,146289,7775,29066,12132,26,22279,760,2380,164,CHALLENGER,11,4,false,200,0.4 0.6,-0.6 0.20000000000000004,-112.10000000000002 137.39999999999998,587.7 1088.9,247.7 427.1,JUNGLE,NONE,-54.39999999999998 234.8,300.5 605.9000000000001,1487296837
8,4,13,0,4921,307,12481,9,0,false,false,false,false,false,false,8666,7808,3077,2033,3078,3047,3052,0,3363,1,3,372,17316,3579,7586,4,0,1,79182,4885,12120,100377,9666,20751,1635,167,3877,1201,1044,39,UNRANKED,14,4,false,200,5.800000000000001 7.3,-0.9499999999999997 -0.15000000000000013,173.15 103.35,423.9 744,219.8 379,BOTTOM,DUO_CARRY,-90.8 69.19999999999996,259.2 489.5,1487296837
9,3,15,0,2254,2041,19325,8,0,false,false,false,false,false,true,9926,9408,2033,3074,3047,3078,1036,0,3340,1,3,585,1882,1612,6120,10,0,9,131296,8406,18323,147553,12423,27518,8739,207,14374,2404,3074,114,DIAMOND,4,12,false,200,6 9.6,-0.49999999999999956 -0.40000000000000036,96.60000000000001 142.3,488.79999999999995 834.9,284.7 397,TOP,SOLO,-49.80000000000001 -72.00000000000006,411.2 560.2,1487296837
10,3,15,0,538,456,12438,6,1,false,false,false,false,false,false,13146,11600,3157,1082,3146,3111,3165,2055,3363,3,11,435,108412,13670,7955,9,0,9,25234,3017,12080,141171,17817,22945,8818,206,7525,1130,2908,84,DIAMOND,4,14,false,200,7 8,-0.3999999999999999 1.2999999999999998,67.39999999999998 401.29999999999995,376.2 725.5,302.8 551.7,MIDDLE,SOLO,-45.099999999999966 98.09999999999997,452 530.5999999999999,1487301024
1,6,13,0,3349,356,10569,10,2,false,false,false,false,false,false,9202,8925,3077,3147,3117,1412,1036,1036,3520,2,5,347,6689,882,11775,73,6,58,88180,10603,13274,103811,12181,26276,7413,40,8941,695,1225,107,CHALLENGER,11,4,false,100,0 3.8000000000000003,-0.30000000000000004 2,114.9 463.3,630.7 1179.5,272.6 410.1,JUNGLE,NONE,-154.79999999999998 49.30000000000001,241.6 621.5,1487301024
2,6,13,0,0,0,17155,6,0,false,false,false,false,false,false,8484,8075,3031,0,2031,3046,1054,3111,3363,0,1,563,10067,1000,10529,0,0,0,85589,8526,8763,103540,10715,19985,790,191,7883,1188,693,157,MASTER,4,1,false,100,6.5 8.8,-0.7000000000000002 0.20000000000000018,69.6 15.899999999999977,482.20000000000005 716.1,243.6 413.2,MIDDLE,SOLO,-31.49999999999997 -2.100000000000051,383.3 566.6,1487301024
3,1,12,0,0,0,5591,4,0,false,false,false,false,false,false,8457,7850,1055,3124,3095,3006,0,0,3363,0,3,632,7495,1860,4738,0,0,0,64943,3616,5524,72499,5537,10936,855,164,60,60,674,145,UNRANKED,4,7,false,100,6.1 6.1,-0.5999999999999999 -1.15,103.74999999999999 71.25000000000003,259.79999999999995 570.7,226.79999999999998 302.1,BOTTOM,DUO_CARRY,-14.40000000000002 -183.35000000000002,313.6 364.1,1487301024
4,7,13,0,1982,1231,11041,11,0,false,false,false,false,false,false,10902,10655,3047,3142,2031,3071,3147,1036,3340,2,9,393,12959,3786,12228,4,0,1,72496,18330,10590,85506,22167,23445,1924,135,50,50,626,126,UNRANKED,4,12,false,100,6.5 5.6,0 -1.9999999999999996,43.99999999999997 364.3,476.7 1152.5,318.79999999999995 566,TOP,SOLO,-36.099999999999994 -141.29999999999993,425 461.5,1487301024
5,6,11,0,0,0,8473,4,0,false,false,false,false,false,false,5488,4275,3401,3082,3117,2003,0,2055,3364,0,1,754,292,292,7597,0,0,0,8322,3013,4252,18743,4355,12417,4338,40,10129,1049,567,555,DIAMOND,4,14,false,100,1.2 1.9,-0.5999999999999999 -1.15,103.74999999999999 71.25000000000003,244.8 554.9,162.4 236,BOTTOM,DUO_SUPPORT,-14.40000000000002 -183.35000000000002,253.6 331.6,1487301024
6,6,14,0,4356,1695,10803,3,0,false,false,false,true,false,false,10640,9800,3040,1026,1082,3027,3158,3916,3363,2,5,499,117502,13456,1279,21,9,4,8772,1024,14323,127784,14480,16018,5905,185,1510,0,414,13,DIAMOND,4,12,true,200,7.2 8.6,0.7000000000000002 -0.20000000000000018,-69.6 -15.899999999999977,412.6 700.2,277.3 497.29999999999995,MIDDLE,SOLO,31.49999999999997 2.100000000000051,414.79999999999995 568.7,1487301024
7,8,15,0,11509,7742,5721,1,0,false,false,true,false,false,true,13080,10900,3026,1056,3142,3047,3147,1036,3363,1,9,720,23375,4802,1050,14,10,0,106093,11399,8730,135340,17322,10300,3828,215,5870,1120,519,21,CHALLENGER,4,7,true,200,8.4 9.2,0.5999999999999999 1.15,-103.74999999999999 -71.25000000000003,146.8 458.5,263.9 580.4000000000001,BOTTOM,DUO_CARRY,14.40000000000002 183.35000000000002,366.8 589.4000000000001,1487301024
8,14,13,0,2762,2255,18996,4,0,false,true,true,false,false,false,10857,10375,3157,3050,3092,3117,3504,0,3364,3,9,389,15355,8958,1483,0,0,0,3900,1988,7858,20317,11936,9821,4620,14,1062,990,479,497,CHALLENGER,4,14,true,200,0.1 1.1,0.5999999999999999 1.15,-103.74999999999999 -71.25000000000003,150.3 524.6,276.79999999999995 467.4,BOTTOM,DUO_SUPPORT,14.40000000000002 183.35000000000002,229.2 473,1487301024
9,13,15,0,14066,2552,9662,5,1,false,false,true,false,false,false,11693,10925,1414,3157,1082,3165,3047,0,3364,3,8,473,126157,18612,2352,125,21,72,14328,1093,15782,148769,21028,19103,7937,24,8283,1323,967,163,CHALLENGER,11,4,true,200,0.30000000000000004 1.8,0.30000000000000004 -2,-114.9 -463.3,515.8 716.2,305.79999999999995 448.6,JUNGLE,NONE,154.79999999999998 -49.30000000000001,396.4 572.2,1487301024
10,6,15,0,5506,2650,16345,6,0,false,false,true,false,false,false,10042,8450,0,1036,1054,3071,3812,3047,3340,1,4,335,0,0,2510,20,12,0,106664,11975,13083,111257,12328,16381,1999,165,4593,353,787,92,MASTER,12,4,true,200,6.5 7.6,0 1.9999999999999996,-43.99999999999997 -364.3,432.70000000000005 788.2,314 408.5,TOP,SOLO,36.099999999999994 141.29999999999993,461.1 602.8,1487342384
1,7,16,0,12186,4587,12144,2,1,false,false,true,false,false,false,12822,9500,1412,3095,3111,3067,1036,3155,3364,2,5,916,9080,991,5933,156,24,95,182123,13641,9919,206013,16073,16307,6486,68,14809,1440,454,104,CHALLENGER,11,4,true,100,0.1 2.3 3.8000000000000003,-0.6000000000000001 0.30000000000000004 2.5,-224.10000000000002 -435.19999999999993 -620.6999999999999,384 566.6 643.9000000000001,247.9 419.2 515.9,JUNGLE,NONE,-110.80000000000001 -11.80000000000004 263.4,318 505.5 776.3,1487342384
2,3,17,0,7224,3414,5641,1,1,false,false,true,false,false,false,13770,11375,1082,3285,3165,3135,3020,2055,3364,1,11,465,161868,24068,8328,20,12,8,15104,1222,4408,186512,26778,14486,5512,251,9539,1487,1749,134,CHALLENGER,4,14,true,100,8.7 10.1 5.800000000000001,1.9 2.3 -0.49999999999999956,19.099999999999987 -237.60000000000002 -267.5999999999999,215.7 499.2 693.1,301.2 497.20000000000005 484.1,MIDDLE,SOLO,41.69999999999996 244.10000000000002 140.79999999999998,482.7 635 558.2,1487342384
3,5,16,0,7638,2246,10438,3,0,false,false,true,false,false,false,10823,10350,3047,3153,3071,3035,3123,0,3340,0,2,513,17666,2872,9321,0,0,0,121173,13202,9773,147908,16075,19318,2726,246,9068,0,223,126,CHALLENGER,4,12,true,100,8 8.5 7.8999999999999995,0.7999999999999998 -0.5999999999999996 1.5999999999999996,-30.30000000000001 14.5 -1559,328.5 793.3 810,257.29999999999995 362 385.8,TOP,SOLO,19 -237.10000000000002 106.80000000000001,428.7 450.8 565.3,1487342384
4,12,15,0,18761,6926,7308,2,0,false,false,false,true,false,false,12912,10650,1037,3123,1038,3095,3094,3006,3363,1,4,992,5664,1784,8578,12,0,0,149287,21184,7608,156761,22969,16314,3127,243,1808,0,127,498,CHALLENGER,7,4,true,100,8.3 9.8 5.9,0.15000000000000013 0.19999999999999973 -2.8499999999999996,-54.74999999999997 -184.14999999999998 -123.5,191.60000000000002 524.6 862.4,330.3 451.8 425.1,BOTTOM,DUO_CARRY,28.399999999999977 115.45000000000002 -15.550000000000011,316.7 579.1 460.6,1487342384
5,17,14,0,2968,1700,18183,0,0,false,false,false,false,false,false,9080,7000,3050,3092,2055,3111,3113,1004,3364,1,5,0,12499,7539,4865,0,0,0,8234,2306,3533,21510,10532,9722,7040,8,776,687,1323,497,UNRANKED,4,14,true,100,0.1 0.30000000000000004 0.4,0.15000000000000013 0.19999999999999973 -2.8499999999999996,-54.74999999999997 -184.14999999999998 -123.5,189.5 204.7 578,198.5 326.1 305.1,BOTTOM,DUO_SUPPORT,28.399999999999977 115.45000000000002 -15.550000000000011,310.9 410 438.4,1487342384
6,1,15,0,12618,4671,7426,3,0,false,false,false,false,false,true,12527,12075,3031,3094,3006,3095,1053,0,3363,1,2,1172,43011,2806,6224,12,0,9,151614,11836,9825,197792,15207,16970,4393,282,3166,564,920,18,CHALLENGER,7,4,false,200,7.9 8.7 11.6,-0.15000000000000013 -0.19999999999999973 2.8499999999999996,54.74999999999997 184.14999999999998 123.5,153.1 573.5 970.4,260 471.2 465.2,BOTTOM,DUO_CARRY,-28.399999999999977 -115.45000000000002 15.550000000000011,343.9 486.4 603.5999999999999,1487342384
7,3,12,0,1404,0,7149,8,0,false,false,false,false,false,false,6127,5500,3092,2055,3114,3117,3801,0,3364,0,0,673,11141,3434,5260,0,0,0,2151,282,10503,13441,3717,16193,4636,17,148,0,429,40,MASTER,4,3,false,200,0.2 1 0.4,-0.15000000000000013 -0.19999999999999973 2.8499999999999996,54.74999999999997 184.14999999999998 123.5,337.5 524.1 717,130.8 213.60000000000002 202.3,BOTTOM,DUO_SUPPORT,-28.399999999999977 -115.45000000000002 15.550000000000011,226.9 271.79999999999995 326.5,1487342384
8,1,16,0,1349,32,37948,3,0,false,true,false,false,false,false,10770,10075,1054,3068,3047,3083,3065,0,3340,1,3,1329,88517,11294,11669,4,0,1,40765,3446,22506,131738,14741,35066,7273,226,2455,0,890,36,CHALLENGER,12,4,false,200,7.2 9.1 6.3,-0.7999999999999998 0.5999999999999996 -1.5999999999999996,30.30000000000001 -14.5 1559,358.8 778.8 2369,307.20000000000005 404.5 309,TOP,SOLO,-19 237.10000000000002 -106.80000000000001,409.7 687.9000000000001 458.5,1487342384
9,3,15,0,18102,0,15701,5,0,false,false,false,false,false,false,10205,9450,2421,2055,3100,3111,1414,3191,3364,0,1,697,150380,9002,8343,155,19,104,20475,418,20261,181371,9650,29123,16586,40,10515,230,518,76,CHALLENGER,11,4,false,200,0.7 2 1.3,0.6000000000000001 -0.30000000000000004 -2.5,224.10000000000002 435.19999999999993 620.6999999999999,608.1 1001.8 1264.6,311 348.6 304.6,JUNGLE,NONE,110.80000000000001 11.80000000000004 -263.4,428.8 517.3 512.9000000000001,1487342384
10,0,14,0,4932,0,8612,8,0,false,false,false,false,false,false,9181,8100,2033,3285,3111,3165,2055,0,3363,0,2,341,110541,8992,9001,0,0,0,10512,759,9905,131516,12836,19764,2613,209,10462,3084,857,142,UNRANKED,14,4,false,200,6.8 7.8 6.3,-1.9 -2.3 0.49999999999999956,-19.099999999999987 237.60000000000002 267.5999999999999,196.60000000000002 736.8 960.6999999999999,296.1 285.2 280.5,MIDDLE,SOLO,-41.69999999999996 -244.10000000000002 -140.79999999999998,441 390.9 417.4,1492988700
1,6,9,0,14393,3717,3883,2,0,false,false,true,false,false,false,6220,4625,1412,2031,3111,0,1042,1042,3364,0,2,326,6434,276,932,61,11,33,54570,4064,8606,66122,4598,9578,6032,8,5117,258,40,5,CHALLENGER,11,4,true,100,0.1,0.7000000000000006,21.620000000000033,756.4,344.3,NONE,DUO_SUPPORT,27.879999999999967,353.2,1492988700
2,8,9,0,6516,5748,2359,2,0,false,false,false,false,false,false,7107,3775,2003,0,1043,1037,1056,3006,3340,2,4,537,4717,1901,1379,8,4,0,42135,4285,2322,51787,6187,4985,926,101,4934,0,1284,145,CHALLENGER,7,4,true,100,6.4,0.7000000000000006,21.620000000000033,314.5,375.6,NONE,DUO_SUPPORT,27.879999999999967,344.8,1492988700
3,0,10,0,12854,1718,5123,0,0,false,false,false,true,false,false,6041,4400,2010,2033,1029,3071,1083,2422,3340,1,3,0,276,276,151,4,0,0,47641,4135,4252,55336,5287,4669,730,94,7418,875,264,6,DIAMOND,4,12,true,100,7.8,0.7000000000000006,21.620000000000033,332.2,288.2,NONE,DUO_SUPPORT,27.879999999999967,488.4,1492988700
4,2,10,0,2054,1403,2056,1,0,false,true,true,false,false,false,7142,5300,2033,0,3285,3020,1082,0,3364,2,5,545,35520,5500,2028,4,0,4,10251,2314,3752,52394,8301,6596,1862,116,6623,487,816,7,CHALLENGER,14,4,true,100,6.6,0.7000000000000006,21.620000000000033,339.7,326.7,NONE,DUO_SUPPORT,27.879999999999967,426.6,1492988700
5,6,8,0,1786,1786,4010,1,0,false,false,true,false,false,false,4736,3250,2424,3401,2031,3158,0,2055,3364,0,1,505,1453,340,2479,0,0,0,7119,1150,3064,13972,1655,7297,1493,28,5399,165,1753,98,CHALLENGER,4,14,true,100,1.7000000000000002,0.7000000000000006,21.620000000000033,482.5,206.8,NONE,DUO_SUPPORT,27.879999999999967,262.9,1492988700
6,2,7,0,0,0,3614,6,0,false,false,false,false,false,false,2816,2425,3096,3117,1028,0,0,0,3340,0,0,285,3570,1576,2172,0,0,0,2626,657,5120,6654,2690,7815,70,3,457,457,522,412,MASTER,14,4,false,200,0.2,-0.7000000000000006,-21.620000000000033,400.1,159.4,NONE,DUO_SUPPORT,-27.879999999999967,244.8,1492988700
7,2,7,0,0,0,1324,3,0,false,false,false,false,false,false,4105,2875,2033,0,2010,3802,1026,2422,3340,0,1,521,20162,2843,762,0,0,0,4845,470,2932,32457,4011,3832,164,78,7448,697,138,161,MASTER,4,12,false,200,6.8,-0.7000000000000006,-21.620000000000033,282.2,287.5,NONE,DUO,-27.879999999999967,308.9,1492988700
8,0,9,0,0,0,2329,2,0,false,false,false,false,false,false,3558,3250,2033,1055,3077,3047,0,0,3340,0,0,392,3556,151,268,0,0,0,14842,1355,4524,24758,1771,5304,0,77,6359,264,511,24,DIAMOND,4,12,false,200,5.4,-0.7000000000000006,-21.620000000000033,391.2,205.60000000000002,NONE,DUO_SUPPORT,-27.879999999999967,428.3,1492988700
9,2,9,0,0,0,3970,1,0,false,false,false,false,false,false,3904,2850,1056,3010,1056,2055,1001,1082,3340,0,0,539,24909,1876,2766,0,0,0,2396,0,2504,27305,1876,5271,93,79,0,0,0,3,CHALLENGER,4,12,false,200,6.6,-0.7000000000000006,-21.620000000000033,396.9,258,NONE,DUO_SUPPORT,-27.879999999999967,445.09999999999997,1492988700
10,0,7,0,0,0,3766,3,1,false,false,false,false,false,false,5082,4150,1412,2031,1042,1001,1036,1036,3364,1,4,277,1684,177,2856,45,0,41,31787,3670,5643,35451,4586,9113,2309,7,1980,738,613,104,UNRANKED,4,11,false,200,0.1,-0.7000000000000006,-21.620000000000033,646.8,373.4,NONE,DUO_SUPPORT,-27.879999999999967,309.4,1493004261
1,4,17,0,5579,3977,29288,9,0,false,false,false,false,false,false,14559,13358,3077,3140,3047,3078,3508,1043,3340,1,4,717,26721,4026,4628,15,5,5,153383,9501,20396,182070,15419,28313,832,249,1965,1891,3287,24,CHALLENGER,12,4,false,100,5.5 9.1 6.1 4.4,,,428.20000000000005 497.70000000000005 953.6 1411.4,280 460.8 417.4 306.2,TOP,SOLO,,426.1 524.5 573.7 344.8,1493004261
2,4,16,0,19602,4042,17825,9,0,false,false,true,false,false,false,16275,17135,3157,3124,3115,1058,3102,3006,3363,2,8,578,70799,16112,5086,28,4,24,121054,11475,16945,205893,28268,23590,6004,242,14039,681,1557,145,CHALLENGER,7,4,false,100,7.6 8.5 5.9 3.6,-0.20000000000000018 -1.2 -1.5999999999999994 -5.7,45.150000000000006 9.450000000000045 139.44999999999993 112.69999999999993,323.4 546.3 776.7 851.4,253.2 363.79999999999995 696.4 371.8,BOTTOM,DUO_CARRY,-22.94999999999999 -99.79999999999998 95.94999999999996 -493.4,280.5 393.3 681.2 294.8,1493004261
3,10,14,0,1811,665,27468,10,0,false,false,true,false,false,false,9156,8950,1028,3050,3107,3047,2055,3092,3364,0,0,579,14009,7601,5582,0,0,0,5028,525,17263,22125,9714,24792,7344,13,3087,1587,1946,497,MASTER,4,14,false,100,0.3 0.30000000000000004 0.4 0.4,-0.20000000000000018 -1.2 -1.5999999999999994 -5.7,45.150000000000006 9.450000000000045 139.44999999999993 112.69999999999993,286.70000000000005 299.8 1022.0999999999999 789.4,131.7 215.4 341.4 245.8,BOTTOM,DUO_SUPPORT,-22.94999999999999 -99.79999999999998 95.94999999999996 -493.4,265.4 262 463.59999999999997 212,1493004261
4,14,18,0,28881,4099,38746,3,0,false,false,false,true,false,false,14430,14025,3109,3026,2055,3047,3071,1412,3340,2,5,1161,37159,2312,8321,149,5,102,130178,13571,22077,180908,16236,33053,11329,24,13571,353,2654,64,MASTER,4,11,false,100,0.1 0.7 1.2 0.8,-1.0999999999999999 -0.9 -1.3 -4,-136.80000000000004 -25.599999999999966 -18.60000000000008 -66.20000000000005,675.2 650.5 925.9 1186.6,363.5 319.20000000000005 505.9 316.4,JUNGLE,NONE,15.799999999999983 -113.70000000000002 62.799999999999955 -190,445.20000000000005 474.29999999999995 668.5999999999999 478,1493004261
5,4,18,0,20374,6970,39709,9,1,false,true,false,false,false,false,18487,16308,3026,3742,3077,3078,3111,3053,3364,2,10,420,41436,8467,8908,40,17,12,216598,13330,27323,267998,26267,38357,9270,287,9963,4469,2125,39,UNRANKED,4,14,false,100,7.699999999999999 8.600000000000001 7.6 6.8,,,541.1 769.5999999999999 1269.3000000000002 1602.4,320.8 382.9 717.4000000000001 511.8,MIDDLE,SOLO,,414.8 441.3 863.9 529.6,1493004261
6,10,18,0,13404,9296,34480,8,1,false,false,false,false,false,false,17758,16733,3748,3026,3078,2055,3047,3053,3340,2,7,368,882,882,9931,16,4,12,220765,19619,23073,258727,25341,35693,5722,313,37080,4839,2688,164,DIAMOND,4,12,true,200,6.1 8.7 8.7 11.6,,,486.59999999999997 477.70000000000005 1415.9 1476,233.5 336.9 596.9 652.2,TOP,DUO,,411.1 496.7 731.0999999999999 839,1493004261
7,14,18,0,28417,4830,26673,4,1,false,false,false,false,false,false,18890,16675,3111,3071,3142,3147,3026,1412,3363,2,16,1321,9529,1622,8226,158,17,103,219064,24991,25217,237839,28396,35368,16671,79,9245,1782,1923,56,DIAMOND,11,4,true,200,1.2 1.6 2.5 4.8,1.0999999999999999 0.9 1.3 4,136.80000000000004 25.599999999999966 18.60000000000008 66.20000000000005,812 676.0999999999999 944.5 1252.8,446.9 505.2 432.1 598.8,JUNGLE,NONE,-15.799999999999983 113.70000000000002 -62.799999999999955 190,429.40000000000003 588 605.8 668,1493004261
